id,userName,title,artist,genre,year,listenedQty
2671,Oralee Merna,Boston,Kellen Toor,latin,2016,39
2672,Dione Winnick,Córdoba,Wilma Riordan,canadian pop,2006,39
2673,Ivett Warthman,Durango,Linet Evvie,barbadian pop,2013,39
2674,Blake Burnside,Rio de Janeiro,Goldie Hollingsworth,dance pop,2006,39
2675,Ebonee Fillbert,Porto,Sharlene Cynar,pop,2001,38
2676,Alex Paine,Lilongwe,Gabriellia Nance,latin,2020,38
2677,Edyth Deny,Phuket (city),Cacilie Serilda,latin,2017,38
2678,Aubrie Louanna,Zanzibar City,Kaja Nunci,boy band,2021,38
2679,Liana Izaak,Rawalpindi,Glynnis Rad,canadian contemporary r&b,2002,38
2680,Chrystel Ricki,Kingston,Ann-Marie Gaal,barbadian pop,2009,38
2681,Libbie Raama,Hilo,Bobbi Croix,edm,2014,38
2682,Sarette Monk,Douala,Jere Damarra,dance pop,2002,38
2683,Di Darrell,Buffalo,Lucille Garbe,boy band,2002,38
2684,Bertine Oster,Oklahoma City,Nonnah Crudden,barbadian pop,2003,38
2685,Beverley McCutcheon,Castries,Lucy Pauly,latin,1999,38
2686,Kirbee Halla,Kansas City,Kamilah Kirstin,neo mellow,2006,38
2687,Jaime Israeli,Rawalpindi,Raf Yusuk,neo mellow,2012,38
2688,Sonni Yusuk,Bilbao,Concettina Catie,canadian pop,2003,37
2689,Amara Juan,Guangzhou,Evita Dannye,barbadian pop,2015,37
2690,Babita Danby,Marseille,Kore Gualtiero,pop,1999,37
2691,Ilse Wiener,Basra,Albertina Bonucci,boy band,2011,37
2692,Maud Cyrie,Santa Cruz de la Sierra,Jemie Yam,pop,2017,37
2693,Jobi Laverne,Darwin,Leona Sparhawk,dance pop,2021,37
2694,Roseline Revkah,The Valley,Tamqrah Baudin,boy band,2018,37
2695,Carolina Kannry,Luanda,Janis Longfellow,art pop,1999,37
2696,Alameda Delacourt,Philadelphia,Dotty Schlosser,dance pop,2009,37
2697,Elyssa Hillel,Tabriz,Lolita Carey,canadian contemporary r&b,2011,37
2698,Devina Mallon,Brussels,Jean Darbie,big room,2008,36
2699,Ninnetta Lorain,Seattle,Lulita Middleton,canadian contemporary r&b,2013,36
2700,Ruthe Glovsky,Cali,Glenda Lorenz,neo mellow,2015,36
2701,Dale Firmin,San Francisco,Lusa Miru,big room,2013,36
2702,Gui Colleen,Djibouti (city),Linzy Girardo,canadian contemporary r&b,2015,36
2703,Donnie Longfellow,Paris,Leeanne Robertson,big room,2017,36
2704,Elmira Ricarda,Canberra,Minne Orlene,british soul,2017,36
2705,Joelly Merat,Daegu,Ruthe Prouty,art pop,2017,36
2706,Brandise Afton,Pyongyang,Linzy Pascia,edm,2019,36
2707,Ursulina Amadas,Lahore,Constance Nerita,boy band,2020,36
2708,Katleen Estella,Ibiza,Blondelle Jena,edm,2016,36
2709,Elka Fiann,Rio Branco,Corry Phyllis,art pop,2021,36
2710,Norine Arley,Kaliningrad,Annabela Tristram,british soul,2010,36
2711,Elena Dimitris,Ponta Delgada,Sallie Secrest,edm,2007,36
2712,Fina Center,Cockburn Town,Sarette Yate,art pop,2022,36
2713,Shel Hanshaw,Denpasar,Minne Swanhildas,dance pop,2003,35
2714,Edee Ferino,Iquitos,Alyssa Moina,barbadian pop,2004,35
2715,Max Kellby,Belmopan,Emilia Lane,barbadian pop,2001,35
2716,Julieta Creamer,Chittagong,Janey Ciro,dance pop,2020,35
2717,Lorne Mauer,Sapporo,Albertina Alarise,barbadian pop,2014,35
2718,Ethel Zeeba,Mersin,Robinia Gibbeon,art pop,2019,35
2719,Florencia Rooney,Sapporo,Marline Schonfeld,hip pop,2006,35
2720,Annaliese Carleen,Monaco,Raf Silvan,barbadian pop,2011,35
2721,Caressa Ephrem,Montevideo,Melina Erb,pop,2012,35
2722,Felice Nelsen,Maracaibo,Betta Merat,hip pop,2012,35
2723,Kalina Reinke,Siem Reap,Arabel Eben,boy band,1999,35
2724,Dyann Urania,Road Town,Gloria Vernier,big room,2016,35
2725,Georgetta Dowski,Port Louis,Deedee Trinetta,electropop,2011,35
2726,Roslyn Revkah,Barranquilla,Sybille Shields,big room,2002,35
2727,Deirdre Christal,Tashkent,Mignon Olympium,dance pop,2016,35
2728,Hyacinthe Cutlerr,Monterrey,Carree Colyer,canadian contemporary r&b,2004,34
2729,Camile Brenn,Pago Pago,Mireielle McLaughlin,art pop,2011,34
2730,Robbi Briney,Adamstown,Ariela Euridice,dance pop,2021,34
2731,Lisette Tamsky,Praia,Jacquetta Therine,dance pop,2021,34
2732,Correy Thunell,Seville,Frank Dichy,hip pop,2013,34
2733,Darlleen Firmin,Regina,Pollyanna Eldrid,dance pop,2017,34
2734,Cherilyn Atcliffe,Ouagadougou,Nataline Salchunas,pop,2000,34
2735,Cherrita Chesna,Mexicali,Nickie Ledah,british soul,2007,34
2736,Drucie Fillbert,Kathmandu,Cissiee Christine,big room,2018,34
2737,Neila Kenney,Adelaide,Ottilie Behre,pop,2014,34
2738,Gretal Bethany,Paramaribo,Elfreda Marlie,electropop,2012,34
2739,Tonia Billye,Doha,Albertina Morgun,dance pop,2021,34
2740,Loree Charmine,Minsk,Julieta Linskey,pop,2001,34
2741,Ada Azeria,San Diego,Ida Bendick,neo mellow,1999,34
2742,Romona Philoo,Rome,Liana Tarrant,big room,2018,34
2743,Roslyn Glovsky,Ludhiana,June Roarke,edm,2021,33
2744,Beatriz Dominy,Hat Yai,Rebeca Marijo,art pop,2012,33
2745,Odessa Means,Honolulu,Grier Reneta,neo mellow,2016,33
2746,Lanae Standing,The Valley,Marti Claudine,hip pop,2001,33
2747,Kara-Lynn Peg,Chongjin,Jobi Grayce,latin,2003,33
2748,Ivett Lutero,Boston,Fredericka Gombach,dance pop,2020,33
2749,Mireielle Egbert,Havana,Kellen Germann,dance pop,2012,33
2750,Valli Bivins,Rabi Island,Lucy Wolfgram,barbadian pop,2000,33
2751,Sarette Amadas,Cincinnati,Tilly Sammons,pop,2019,33
2752,Dennie Garrison,Mashhad,Wanda Therine,canadian pop,2001,33
2753,Charlena Vharat,Pyongyang,Jillayne Tarrant,british soul,2012,33
2754,Rozele Zina,Detroit,Iseabal Vharat,barbadian pop,2004,33
2755,Fina Fosque,Stepanakert,Kate Kazimir,electropop,2022,33
2756,Gui Genna,Vaduz,Teriann Gusella,art pop,2011,33
2757,Deloria Schwejda,Xining,Letizia Edee,boy band,2017,32
2758,Wileen Lewes,Makassar,Sissy Delila,canadian contemporary r&b,2022,32
2759,Karena Sammons,Majuro,Babita Daniele,boy band,2015,32
2760,Regina Obed,Vancouver,Hayley Eiser,latin,2001,32
2761,Rosabelle Capello,Gibraltar,Sashenka Paton,pop,2011,32
2762,Vita Breed,Vancouver,Mariele Cornelia,canadian pop,2003,32
2763,Genovera Dermott,Hai Phong,Dari Rosemary,dance pop,2001,32
2764,Keelia Madelene,Dalian,Nanete Ramona,boy band,2013,32
2765,Cissiee Zachary,Malang,Brynna Barney,boy band,2000,32
2766,Aaren Bryna,Fukuoka,Sam Lipson,canadian contemporary r&b,2000,32
2767,Constance Cressida,Wuhan,Jinny Catie,neo mellow,2011,32
2768,Lynea Klemperer,Vatican City,Hope Azeria,dance pop,2004,32
2769,Teriann Zamora,Tamale,Amalie Saunderson,neo mellow,2015,32
2770,Viki Kazimir,Multan,Angelique Bearnard,british soul,2005,32
2771,Tami Stacy,Munich,Kore Maxi,latin,2009,32
2772,Corene Etom,Yekaterinburg,Netty Leonard,barbadian pop,2010,32
2773,Wendi Tayib,Fairbanks,Adore Roscoe,canadian pop,2014,32
2774,Priscilla Jorgan,Quebec City,Keelia Pearse,hip pop,1999,32
2775,Jessy Himelman,Kigali,Theodora Franza,art pop,2001,32
2776,Marleah Roscoe,Mogadishu,Ivett Millda,edm,2008,32
2777,Carmela Tacye,Warsaw,Linet Allina,canadian contemporary r&b,2010,32
2778,Carilyn Harned,Seville,Nadine Randene,canadian contemporary r&b,2003,32
2779,Mary Odysseus,Santa Cruz de la Sierra,Jasmina Yate,big room,2020,32
2780,Justinn Brandice,Kunming,Lisette MacIntosh,edm,2015,31
2781,Sonni Martguerita,Riga,Tersina Goth,electropop,2000,31
2782,Jenilee Tomasina,Amsterdam,Brietta Euridice,british soul,2022,31
2783,Joceline Colbert,Caracas,Cherilyn Wallis,latin,2001,31
2784,Isa Liva,Buffalo,Brooks Jammal,dance pop,2007,31
2785,Brietta Edee,Lima,Ebonee Erich,canadian contemporary r&b,2011,31
2786,Nita Joeann,Gaborone,Nita Christine,art pop,1999,31
2787,Arlina Parette,Riyadh,Claudina Revkah,art pop,2011,31
2788,Christy Jefferey,Ibadan,Emelina Crudden,dance pop,2009,31
2789,Vevay Irmine,Munich,Tori Sancho,electropop,2011,31
2790,Corina Ietta,Nouakchott,Frances Leopold,art pop,2000,31
2791,Britte Kenwood,Davao City,Kassey Center,electropop,2010,31
2792,Vanessa Wenoa,Taipei,Gusella Belldas,latin,2019,31
2793,Krystle Kress,Rio de Janeiro,Kathy Abram,boy band,2014,31
2794,Sharlene Goldina,Veracruz,Jinny Presber,dance pop,2004,30
2795,Gwyneth Giule,Punta Arenas,Audrie Hourigan,big room,2012,30
2796,Annabela Yam,Kuching,Mary Johnsson,latin,2015,30
2797,Rozele Himelman,Semarang,Nelle Darrell,dance pop,2001,30
2798,Ekaterina Jary,Dededo,Moyna Ariella,electropop,2016,30
2799,Adriana Bahr,Santa Cruz de Tenerife,Wynne Zrike,dance pop,2015,30
2800,Annabela Dimitris,Brisbane,Gusty Trace,neo mellow,2003,30
2801,Blake Sothena,Bucharest,Renie Aldric,dance pop,2022,30
2802,Miquela Carvey,Durban,Alexine Japeth,art pop,2011,30
2803,Katuscha Destinee,Dalian,Kary Hourigan,edm,2004,30
2804,Anica Othilia,Oranjestad,Hildegaard Regan,dance pop,2005,30
2805,Tracey Burkle,Milwaukee,Ayn Viddah,electropop,2017,30
2806,Marcelline Etom,Aarhus,Karlee Kelula,canadian pop,2009,30
2807,Mathilda Zeeba,Naypyidaw,Britni Old,barbadian pop,2004,30
2808,Merry Tannie,Bujumbura,Leia Kellby,canadian pop,2005,30
2809,Janenna Bethany,Novosibirsk,Delilah Zitvaa,big room,1999,30
2810,Quintina Peti,Sapporo,Cordi Noman,latin,2020,30
2811,Grier Fry,Oslo,Xylina Darian,hip pop,2021,30
2812,Jean Truc,Tampa,Alia Mich,canadian contemporary r&b,2016,30
2813,Farrah Casimir,Lucknow,Tiffie Briney,barbadian pop,2020,30
2814,Sabina Dosia,Kaliningrad,Grier Garlinda,neo mellow,2017,30
2815,Blondelle Lorain,Dresden,Bernie Zuzana,big room,2003,30
2816,Atlanta Daniele,Johor Bahru,Maurene Kunin,boy band,2005,30
2817,Cathie Hathaway,Nizhny Novgorod,Janeczka Phaidra,edm,2015,30
2818,Cathie Raseda,Pago Pago,Janenna Talia,canadian contemporary r&b,2016,30
2819,Marcy Morehouse,Guadalajara,Marylou Penelopa,art pop,2016,30
2820,Cassandra Argus,San Carlos de Bariloche,Vita Wind,canadian pop,2019,30
2821,Kore Saunderson,Charlotte Amalie,Adelle Gladstone,edm,2015,30
2822,Constance Margret,Port Elizabeth,Karly Aaberg,neo mellow,2014,30
2823,Jackie Luhe,Bucharest,Harrietta Cassius,edm,2008,30
2824,Tori Sothena,Busan,Averyl Danby,dance pop,2009,30
2825,Lynde Ashok,Ludhiana,Lelah Earlie,canadian pop,2001,30
2826,Shaine Stanwood,Iquitos,Babita Kussell,dance pop,2003,29
2827,Jeanna Vivle,El Aaiún,Rosanne Ariella,electropop,2002,29
2828,Bibby Celestine,Townsville,Damaris Briney,dance pop,2016,29
2829,Ariela Hunfredo,Rabi Island,Felice Aprile,boy band,2019,29
2830,Corly Bebe,Valdivia,Ethel Wesle,barbadian pop,2009,29
2831,Natka Riva,Pittsburgh,Brianna Kesley,pop,2018,29
2832,Ira Odell,Maseru,Kristan Dosia,canadian contemporary r&b,2006,29
2833,Rosene Grosz,Dongguan,Emma Skell,barbadian pop,2015,29
2834,Tori Sandye,Roseau,Lelah Norrie,dance pop,2005,29
2835,Flo Crudden,Kaohsiung,Wileen Maxi,big room,2016,29
2836,Wileen Fairweather,Gangtok,Courtnay Nore,british soul,2003,29
2837,Lucy Ferino,Mexicali,Sallie Gordon,art pop,2017,29
2838,Renae Gregrory,Ahmedabad,Ardenia Beniamino,british soul,2013,28
2839,Aryn Cornelia,Baghdad,Hermione Tufts,electropop,2018,28
2840,Judy Frodi,Ponta Delgada,Caressa Hamil,electropop,2017,28
2841,Lory Karylin,Lagos,Kate Niles,big room,2010,28
2842,Jacquetta Lattie,Ndola,Rozele Durware,pop,2017,28
2843,Jinny Eckblad,Reykjavík,Viki Matthew,canadian pop,1999,28
2844,Micheline Lymann,Boston,Catrina Hertzfeld,electropop,2007,28
2845,Melanie Stacy,Townsville,Andeee Ardra,canadian pop,2009,28
2846,Tarra Olin,New York City,Gloria Ramona,electropop,2014,28
2847,Wilma Eckblad,Concepción,Lita Joachim,boy band,2013,28
2848,Dorice Raul,Nukulaelae,Gabriellia Slifka,latin,2007,28
2849,Mamie Germann,Maracaibo,Katuscha Malvino,barbadian pop,2017,28
2850,Inga Zola,Papeete,Margalo Euridice,barbadian pop,1999,28
2851,Blondelle Fennessy,Praia,Claudina Hoenack,big room,2018,28
2852,Gusty Pozzy,Aberdeen,Belva Emmy,electropop,2020,28
2853,Ashlee Nester,Magadan,Veda Durware,canadian contemporary r&b,2001,28
2854,Celestyna Longfellow,Auckland,Carree Sikorski,hip pop,2000,28
2855,Blake Allys,Campo Grande,Sheelagh Smitt,neo mellow,2003,28
2856,Nadine Connelly,Busan,Barbi Thornburg,canadian pop,2018,28
2857,Danny Bow,Johor Bahru,Sara-Ann Lubin,british soul,2010,28
2858,Jasmina Deegan,Yangon,Neila Chapland,boy band,2009,27
2859,Nariko Cordi,Ludhiana,Renie Buttaro,big room,2007,27
2860,Demetris Merna,Dakar,Laure Zrike,british soul,2002,27
2861,Catharine Mike,Rio de Janeiro,Paola Ophelia,hip pop,2014,27
2862,Elfreda Brotherson,Leipzig,Millie Tippets,edm,2013,27
2863,Merry Nahum,Pago Pago,Tami Hanleigh,pop,2006,27
2864,Arlena Sacken,Rosario,Marleah Uund,edm,2007,27
2865,Corry Grobe,Charlotte,Rivalee Marden,barbadian pop,2016,27
2866,Ardys Gaal,Prague,Lila Birdella,neo mellow,2021,27
2867,Caritta Birdella,Sukhumi,Maud Audly,art pop,2001,27
2868,Jillayne Curren,Doha,Gusella Roarke,dance pop,2008,27
2869,Konstance Federica,Thimphu,Dolli Zeeba,canadian contemporary r&b,2013,27
2870,Kylynn Hachmin,Nouméa,Arabel Ball,art pop,2014,27
2871,Hollie Cyrie,Iquitos,Vevay Publia,pop,2020,27
2872,Frieda Riva,Santa Cruz de la Sierra,Tiffie Slifka,edm,2000,26
2873,Anthia Suzetta,Kawasaki,Mignon Garbe,canadian contemporary r&b,2019,26
2874,Rosabelle Hanshaw,Mecca,Constance Yorick,dance pop,2005,26
2875,Deirdre Cristi,Lusaka,Anthia Dorine,barbadian pop,2009,26
2876,Shell Burch,Yaren District,Lauryn Felizio,boy band,2004,26
2877,Nita Roumell,Marrakech,Mary Gaulin,hip pop,2011,26
2878,Beth Eliathas,Valletta,Katharina Urias,neo mellow,2005,26
2879,Tomasina Malanie,Yogyakarta (city),Stephanie Agle,latin,2022,26
2880,Aurore Bearnard,Yangon,Thalia Allina,edm,2001,26
2881,Jerry Santoro,Blantyre,Allis Ophelia,dance pop,2002,26
2882,Stacey Dulciana,Vitória,Viki Dreda,pop,2014,26
2883,Orsola Klotz,Bilbao,Brietta Rossner,barbadian pop,2005,26
2884,Marguerite Teryn,Bissau,Michaelina Lia,canadian contemporary r&b,2000,26
2885,Gertrud Bury,Maseru,Robinia Valerio,boy band,2014,26
2886,Giustina Orpah,Khartoum,Mignon Vary,hip pop,2015,26
2887,Madelle Ferrell,Singapore,Tybie Blisse,canadian contemporary r&b,2017,26
2888,Isa Borrell,Cuiabá,Michaelina Wenoa,dance pop,2009,26
2889,Shauna Wesle,Dubai,Alyda Georas,big room,2022,26
2890,Heida McLaughlin,Karachi,Jillayne Ehrman,neo mellow,2012,25
2891,Bernardine Buckler,Islamabad,Lacie Bury,hip pop,2004,25
2892,Wendi Ajay,Bern,Ann-Marie Egbert,british soul,2004,25
2893,Diena Wenda,Toulouse,Evita Autrey,canadian contemporary r&b,2011,25
2894,Louella Garlinda,Busan,Tori Sundin,neo mellow,2011,25
2895,Miquela Zuzana,Espoo,Petronia Odell,canadian contemporary r&b,2000,25
2896,Deane Dichy,Vitória,Caritta Minetta,dance pop,2016,25
2897,Marnia Tayib,Bratsk,Dolli Klemperer,latin,2002,25
2898,Joceline Bonilla,Ulan Bator,Hannis Nore,boy band,2010,25
2899,Wilma Hillel,Shigatse,Minda Charmine,hip pop,2005,25
2900,Jasmina Emanuel,Kolkata,Ofilia Ovid,canadian pop,2013,25
2901,Penelopa Libna,Shenzhen,Aurore Vittoria,barbadian pop,2006,25
2902,Alexine Bluh,Bandung,Sean Libna,canadian pop,2021,25
2903,Marylou Scammon,Melekeok,Raina Yuille,dance pop,2013,25
2904,Phylis Orpah,Cockburn Town,Brietta Olnee,electropop,2012,25
2905,Annecorinne Bigner,Geelong,Vivia Papageno,boy band,2000,25
2906,Vivia Gwenore,Chittagong,Correy Raseda,dance pop,2021,25
2907,Agnese Raseda,Omdurman,Catrina Stelle,art pop,2018,25
2908,Raquela Roxanna,La Serena,Bee Wind,barbadian pop,2002,24
2909,Kimmy Allys,Seoul,Chandra Boehike,edm,2011,24
2910,Rozele Felecia,New York City,Konstance McCutcheon,latin,2000,24
2911,Lindie Nester,Hong Kong,Lorenza Shuler,edm,2012,24
2912,Nonnah Felecia,Brussels,Donnie Malvino,big room,2013,24
2913,Doralynne Niles,Sacramento,Tabbatha Imelida,pop,2005,24
2914,Carmencita Behre,Curitiba,Veda Cloris,electropop,2019,24
2915,Teriann Stover,Sitka,Tobe Tamar,canadian contemporary r&b,2000,24
2916,Kara-Lynn Garek,Okinawa,Kaia Jacobah,british soul,2022,24
2917,Edith Jethro,Taiyuan,Ursulina Jenness,neo mellow,2002,24
2918,Lila Amasa,Yamoussoukro,Gianina Eliathas,canadian contemporary r&b,2000,24
2919,Deane Kunin,Fort-de-France,Sophia Weitman,electropop,2004,24
2920,Sallie Zola,Dar es Salaam,Charissa Glovsky,barbadian pop,2016,24
2921,Marylou Giule,Cebu City,Lily Kamaria,latin,2002,24
2922,Raina Rosette,Brisbane,Renie Charmine,canadian pop,2008,24
2923,Doro Hourigan,Riverside,Lynea Peg,edm,2016,23
2924,Gaylene Tound,Freetown,Arlina Franza,british soul,2005,23
2925,Elora Doig,Tiraspol,Ricky Sherfield,art pop,2020,23
2926,Brooks Tengdin,Multan,Drucie Vins,dance pop,2000,23
2927,Carree Braun,Karachi,Nannie Anderea,hip pop,2004,23
2928,Carly Ochs,Udon Thani,Georgetta Jacqui,dance pop,2015,23
2929,Kayla Kylander,Suez,Lolita Hourigan,neo mellow,2009,23
2930,Hope Lasley,Andorra la Vella,Mureil Saunderson,edm,2013,23
2931,Rosaline Argus,Jeddah,Frances Alva,edm,2015,23
2932,Lisette Huggins,Jinan,Mallory Anselmi,latin,2009,23
2933,Evaleen Mike,Maceió,Lory Zeeba,electropop,2011,23
2934,Atlanta Saunderson,Asunción,Gwyneth Giule,british soul,2021,23
2935,Annice Orpah,Kandahar,Eolanda Papageno,dance pop,2022,23
2936,Cacilie Carvey,Hanga Roa,Winny Emmaline,canadian contemporary r&b,2011,23
2937,Mady Ax,Malacca Town,Caressa Dorcy,hip pop,2021,23
2938,Tatiania Girardo,Nagoya,Dorice Wallis,barbadian pop,2021,22
2939,Belinda Gibbeon,Yokohama,Kathy Diann,hip pop,2020,22
2940,Petronia Erb,Shigatse,Tobe Eno,big room,2003,22
2941,Mariann Erich,Gdansk,Genevra Ursulette,barbadian pop,2005,22
2942,Benita Dash,Edmonton,Shaine Shanley,latin,2004,22
2943,Rebeca Mintz,Cairns,Frances Sekofski,art pop,2002,22
2944,Bee Rosette,Dunedin,Alexine Stuart,dance pop,2021,22
2945,Dacia Remmer,Rosario,Pearline Lymann,neo mellow,2010,22
2946,Jsandye Karna,Charlotte,Daryl Destinee,canadian contemporary r&b,2004,22
2947,Dennie Virgin,Moroni,Briney Mozelle,latin,2011,21
2948,Tera Romelda,Arbil,Lynea Adlare,pop,2021,21
2949,Elena Rosemary,Glasgow,Lila Boehike,art pop,2016,21
2950,Anthia Morrill,Tallinn,Olivette Cavan,boy band,2009,21
2951,Kathy Saree,Rochester,Fanchon Bobbee,canadian contemporary r&b,2012,21
2952,Natka Dudley,Edinburgh,Silvana Moseley,edm,2002,21
2953,Livvyy Trinetta,Mamoudzou,Quintina Delila,canadian pop,2022,21
2954,Mariele Hachmin,Sofia,Wanda Wenoa,canadian pop,2004,21
2955,Karolina Papageno,Winnipeg,Kamilah Sothena,boy band,2018,21
2956,Deane Noelyn,Fairbanks,Rani Harriman,electropop,2000,21
2957,Fanny Pulsifer,Monterrey,Tybie Ilka,dance pop,2007,21
2958,Chloris Tamar,Agartala,Marleah Parette,hip pop,2007,21
2959,Tressa Mott,Tallinn,Myrtice Howlyn,neo mellow,2019,21
2960,Marsiella Giff,Zhengzhou,Lonnie Ruvolo,latin,2016,21
2961,Anica Erlandson,Abuja,Karolina Auberbach,canadian pop,2003,21
2962,Carilyn Naor,Seattle,Micheline Gwenore,pop,2021,20
2963,Caritta Cordi,Detroit,Antonietta Haerr,pop,1999,20
2964,Gusty Annice,Ciudad del Este,Britni Constancy,canadian contemporary r&b,2006,20
2965,Myrtice Berriman,Douglas,Emilia Valoniah,canadian contemporary r&b,2005,20
2966,Nananne Dichy,City of Halifax,Ermengarde Blake,canadian contemporary r&b,2012,20
2967,Ginnie Pyle,Hilo,Ginnie Kermit,hip pop,2002,20
2968,Violet Ophelia,Murmansk,Gianina Howlyn,latin,2002,20
2969,Amii Garbe,Multan,Marcy Cecile,boy band,2010,20
2970,Nanete Jacobah,Port of Spain,Alexine Demitria,hip pop,2003,20
2971,Deloria Peonir,Whitehorse,Sarette Peg,british soul,2007,20
2972,Kimberley Horan,Maseru,Ira Clie,art pop,2011,20
2973,Anestassia Maiah,Gold Coast,Chickie Libna,canadian pop,2009,20
2974,Andeee Riva,Monrovia,Miquela Brieta,art pop,2016,20
2975,Gretal Raychel,Osaka,Binny Hebner,latin,2020,19
2976,Myrtice Ackerley,Banjul,Konstance Ruvolo,electropop,2008,19
2977,Diena Kazimir,St. Louis,Wynne Caitlin,electropop,2016,19
2978,Kayla Douglass,Ludhiana,Rosanne Alabaster,canadian contemporary r&b,2010,19
2979,Daphne Faro,Zapopan,Letizia Anis,british soul,2015,19
2980,Maud Graig,George Town,Gerianna Dorine,dance pop,2000,19
2981,Britte Crudden,Maseru,Stevana Hessler,electropop,2002,19
2982,Bernie Wiener,Amsterdam,Raina Travax,neo mellow,2012,19
2983,Monika Hollingsworth,Macau,Carol-Jean Ummersen,electropop,2002,19
2984,Darlleen Phaidra,Almaty,Robinia Wildermuth,big room,2019,19
2985,Melanie Jobi,Livingstone,Paule Chobot,art pop,2008,19
2986,Constance Norvol,Santiago,Sibella Gino,electropop,2012,19
2987,Edee Korey,Cincinnati,Dode Zetta,neo mellow,2011,19
2988,Rebeca Revkah,La Paz,Ardenia Destinee,canadian pop,2001,19
2989,Janis Cottle,Zapopan,Ebonee Newell,edm,2018,19
2990,Alia Loring,San Antonio,Dulce Bethany,canadian pop,2011,19
2991,Gertrud Bearnard,Lagos,Ulrike Sekofski,dance pop,2020,19
2992,Marsiella Isacco,Cardiff,Hettie Vins,dance pop,2017,19
2993,Gwenneth Sawtelle,Avarua,Alleen Harl,canadian pop,2021,18
2994,Grier Lanita,Punta Arenas,Clarice Roarke,neo mellow,2001,18
2995,Aaren Love,Bangui,Netty Lesley,british soul,2003,18
2996,Heida Elbertina,Abuja,Gabriellia Charmine,latin,2010,18
2997,Ermengarde Gibbeon,Warsaw,Margalo Ahab,canadian contemporary r&b,2016,18
2998,Margalo Brandice,Juneau,Michaelina Guthrie,canadian contemporary r&b,2007,18
2999,Collen Kunin,Campinas,Rozele Phaidra,dance pop,2014,18
3000,Aubrie Odell,Munich,Janeczka Selway,boy band,2003,18
3001,Sadie Harriman,Semarang,Ira Orelee,art pop,2001,38
3002,Pierette Teryn,Ibiza,Lelah Kaja,british soul,2013,50
3003,Etta Sawtelle,Graz,Bertine Tamsky,pop,2014,75
3004,Nelle Berne,Willemstad,Flory Ingra,barbadian pop,2019,71
3005,Althea Radu,Chennai,Sara-Ann Blake,art pop,2019,31
3006,Zia Gordon,Malacca Town,Randa Faust,dance pop,2021,20
3007,Minne Brackely,Wellington,Angelique Kermit,dance pop,2018,41
3008,Verla Ioab,Ibadan,Dale Ephrem,dance pop,2008,63
3009,Paulita Elephus,El Paso,Rosabelle Colp,canadian pop,2006,44
3010,Nadine Belldas,Toronto,Susette Roarke,pop,2010,25
3011,Lisette Travax,Changchun,Gusty Koziara,dance pop,2008,52
3012,Gilligan Kosey,Yellowknife,Jinny Noam,hip pop,2013,71
3013,Shauna Izaak,Hagåtña,Agathe Guildroy,latin,2014,22
3014,Kary Greenwald,Dongguan,Riannon Vilma,latin,2008,41
3015,Raina Larochelle,Ibadan,Riannon Kelula,boy band,2017,40
3016,Elfreda Othilia,Bern,Courtnay Bouchard,dance pop,2010,58
3017,Lucy Pelagias,Shijiazhuang,Valera Beebe,barbadian pop,2021,56
3018,Kaia Leonard,Wonsan,Shauna Standing,electropop,2008,41
3019,Dawn Revkah,El Paso,Devina Marden,hip pop,2001,19
3020,Ida Truc,Thimphu,Jolyn Neils,neo mellow,2009,30
3021,Cherrita Cherianne,Chicago,Janey Doig,edm,2019,69
3022,Edith Publia,Doha,Coral Emmaline,latin,2019,75
3023,Sidoney Bendick,Odessa,Orelia Radu,canadian pop,2016,42
3024,Romona Waldron,Ushuaia,Netty Harriman,hip pop,2021,25
3025,Alleen Rese,Hagåtña,Oralee Cordi,electropop,2013,23
3026,Collen Emanuel,Kingstown,Ira Blisse,boy band,2006,74
3027,Sheelagh Raseda,Semarang,Lucille Raseda,electropop,2013,61
3028,Elena Velick,Gdansk,Cherrita Clie,edm,1999,44
3029,Katuscha Myrilla,Sapporo,Steffane Joeann,dance pop,2004,19
3030,Edyth Kirbee,Iqaluit,Helsa Love,dance pop,1999,26
3031,Bee Mallon,Asmara,Marnia Shirberg,barbadian pop,2016,35
3032,Vivia Brenn,Naples,Drucie Fleeta,neo mellow,2022,40
3033,Danika Moseley,Pago Pago,Emma Imelida,dance pop,2021,30
3034,Basia Donell,Cardiff,Moyna Kannry,neo mellow,2022,32
3035,Henriette Teryn,Doha,Stevana Dituri,dance pop,2019,55
3036,Gertrud Sasnett,Dibrugarh,Cherrita Andrel,canadian contemporary r&b,2022,76
3037,Leeanne Abram,Juneau,Jennica Bari,barbadian pop,2016,56
3038,Kittie Dosia,Yaoundé,Tori Peti,canadian contemporary r&b,2022,36
3039,Phedra Bach,Mwanza,Marinna Engdahl,latin,2007,29
3040,Gwyneth Saunderson,Sapporo,Noelle Marcellus,dance pop,2002,37
3041,Netty Joni,Tel Aviv,Ashlee Adalbert,art pop,2017,32
3042,Brooks Graig,Niamey,Giustina Millda,dance pop,2009,39
3043,Norine Chabot,Accra,Merle Adamsen,barbadian pop,2022,56
3044,Beatriz Westphal,Port Said,Mary Bendick,neo mellow,2008,66
3045,Dari Grimbly,Tskhinvali,Marnia Astra,boy band,2016,53
3046,Jordan Phaidra,Kunming,Jean Rossner,neo mellow,2013,55
